,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres
936,tt0073511,movie,Paper Tiger,1975,99,"Action,Adventure,Thriller"
939,tt0079152,movie,The Fifth Musketeer,1979,116,"Action,Adventure,Romance"
941,tt0080519,movie,Cheaper to Keep Her,1980,92,Comedy
942,tt0084504,movie,The Pirate Movie,1982,105,"Adventure,Comedy,Musical"
943,tt0093744,movie,The New Adventures of Pippi Longstocking,1988,104,"Adventure,Family,Fantasy"
954,tt1280009,movie,Genghis Khan: The Story of a Lifetime,2010,120,Action
959,tt0053226,movie,Room at the Top,1959,117,"Drama,Romance"
960,tt0055018,movie,The Innocents,1961,100,Horror
961,tt0058500,movie,The Pumpkin Eater,1964,118,Drama
962,tt0062089,movie,Our Mother's House,1967,104,"Drama,Thriller"
963,tt0071577,movie,The Great Gatsby,1974,144,"Drama,Romance"
964,tt0086336,movie,Something Wicked This Way Comes,1983,95,"Fantasy,Mystery,Thriller"
965,tt0093431,movie,The Lonely Passion of Judith Hearne,1987,116,"Drama,Romance"
968,tt0097523,movie,"Honey, I Shrunk the Kids",1989,93,"Adventure,Comedy,Family"
969,tt0102803,movie,The Rocketeer,1991,108,"Action,Adventure,Family"
970,tt0110763,movie,The Pagemaster,1994,80,"Adventure,Animation,Comedy"
971,tt0113497,movie,Jumanji,1995,104,"Adventure,Comedy,Family"
972,tt0132477,movie,October Sky,1999,108,"Biography,Drama,Family"
973,tt0163025,movie,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi"
975,tt0317648,movie,Hidalgo,2004,136,"Action,Adventure,Biography"
976,tt0458339,movie,Captain America: The First Avenger,2011,124,"Action,Adventure,Sci-Fi"
978,tt0780653,movie,The Wolfman,2010,103,"Drama,Fantasy,Horror"
979,tt11399224,movie,Shrunk,\N,\N,"Comedy,Family,Sci-Fi"
980,tt1223947,movie,The Chronicles of Narnia: The Silver Chair,\N,\N,"Adventure,Fantasy"
981,tt2226495,movie,Not Safe for Work,2014,74,Thriller
984,tt0079198,movie,The Frozen Heart,1980,108,"Comedy,Drama"
985,tt0100470,movie,Journey of Hope,1990,105,Drama
986,tt0111271,movie,Squanto: A Warrior's Tale,1994,102,"Adventure,Biography,Drama"
987,tt0143860,movie,Der schwarze Tanner,1986,107,"Drama,History"
988,tt0186202,movie,Cowboy Up,2001,105,"Drama,Romance,Western"
989,tt0199000,movie,Gripsholm,2000,100,"Drama,History,Romance"
994,tt1677724,movie,"Summer Night, Winter Moon",2012,120,Thriller
995,tt1853544,movie,Die schwarzen Brüder,2013,100,"Adventure,Drama,Family"
996,tt1954412,movie,Someone Like Me,2012,\N,Drama
997,tt2160375,movie,The Chrysanthemum Throne,\N,\N,Adventure
998,tt4136636,movie,Little Mountain Boy,2015,100,"Adventure,Drama,Family"
999,tt4905870,movie,Hannibal,1972,100,Drama
1000,tt0081159,movie,Midnight Madness,1980,112,Comedy
1110,tt0120623,movie,A Bug's Life,1998,95,"Adventure,Animation,Comedy"
1111,tt0266543,movie,Finding Nemo,2003,100,"Adventure,Animation,Comedy"
1112,tt0401729,movie,John Carter,2012,132,"Action,Adventure,Sci-Fi"
1113,tt0910970,movie,WALL·E,2008,98,"Adventure,Animation,Family"
1117,tt14271954,movie,Chairman Spaceman,\N,\N,Drama
1120,tt2277860,movie,Finding Dory,2016,97,"Adventure,Animation,Comedy"
1123,tt6348388,movie,Revolver,\N,\N,\N
1127,tt0106868,movie,A Far Off Place,1993,100,"Adventure,Drama,Family"
1128,tt0120696,movie,Hard Rain,1998,97,"Action,Crime,Drama"
1162,tt16103576,movie,Barnstormers,\N,\N,Drama
1187,tt2325002,movie,Freezer,2014,83,"Action,Thriller"
1190,tt3037526,movie,The Horsemen,\N,\N,Drama
1192,tt3703988,movie,The Mullah's Storm,\N,\N,Action
1214,tt6577170,movie,Birds Eye,\N,\N,Thriller
1221,tt8936254,movie,Fallen: The Journey,2007,82,Action
1222,tt9425442,movie,Foil,\N,\N,Drama
1223,tt0089908,movie,Return to Oz,1985,113,"Adventure,Family,Fantasy"
1225,tt0104940,movie,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family"
1226,tt0117110,movie,Muppet Treasure Island,1996,99,"Action,Adventure,Comedy"
1233,tt1082598,movie,Snowyville,\N,\N,"Animation,Comedy,Musical"
1244,tt1308728,movie,The Happytime Murders,2018,91,"Action,Comedy,Crime"
1249,tt4112930,movie,Which Witch?,\N,\N,"Animation,Family,Fantasy"
1322,tt0114709,movie,Toy Story,1995,81,"Adventure,Animation,Comedy"
1323,tt0120363,movie,Toy Story 2,1999,92,"Adventure,Animation,Comedy"
1324,tt0317219,movie,Cars,2006,117,"Adventure,Animation,Comedy"
1327,tt1216475,movie,Cars 2,2011,106,"Adventure,Animation,Comedy"
1341,tt0084938,movie,Young Doctors in Love,1982,96,Comedy
1342,tt0087265,movie,The Flamingo Kid,1984,100,"Comedy,Drama,Romance"
1343,tt0091653,movie,Nothing in Common,1986,118,"Comedy,Drama,Romance"
1344,tt0093693,movie,Overboard,1987,112,"Comedy,Romance"
1345,tt0094715,movie,Beaches,1988,123,"Comedy,Drama,Music"
1346,tt0100405,movie,Pretty Woman,1990,119,"Comedy,Romance"
1347,tt0101912,movie,Frankie and Johnny,1991,118,"Comedy,Drama,Romance"
1348,tt0109758,movie,Exit to Eden,1994,113,"Comedy,Crime,Romance"
1349,tt0116059,movie,Dear God,1996,112,Comedy
1350,tt0123209,movie,The Other Sister,1999,129,"Comedy,Drama,Romance"
1352,tt0163187,movie,Runaway Bride,1999,116,"Comedy,Romance"
1354,tt0247638,movie,The Princess Diaries,2001,115,"Comedy,Family,Romance"
1355,tt0350028,movie,Raising Helen,2004,119,"Comedy,Drama,Romance"
1356,tt0368933,movie,The Princess Diaries 2: Royal Engagement,2004,113,"Comedy,Family,Romance"
1369,tt0791304,movie,Georgia Rule,2007,113,"Comedy,Drama"
1370,tt0817230,movie,Valentine's Day,2010,125,"Comedy,Romance"
1372,tt1598822,movie,New Year's Eve,2011,118,"Comedy,Romance"
1373,tt4465536,movie,Royal Ice,\N,\N,\N
1374,tt4824302,movie,Mother's Day,2016,118,"Comedy,Drama,Romance"
1376,tt0120735,movie,"Lock, Stock and Two Smoking Barrels",1998,107,"Action,Comedy,Crime"
1377,tt0208092,movie,Snatch,2000,104,"Comedy,Crime"
1380,tt0291502,movie,Swept Away,2002,89,"Comedy,Romance"
1381,tt0365686,movie,Revolver,2005,111,"Action,Crime,Drama"
1383,tt0988045,movie,Sherlock Holmes,2009,128,"Action,Adventure,Mystery"
1384,tt1032755,movie,RocknRolla,2008,114,"Action,Crime,Thriller"
1386,tt11083552,movie,Wrath of Man,2021,119,"Action,Crime,Thriller"
1387,tt11779248,movie,Aladdin 2,2025,\N,"Adventure,Family,Fantasy"
1390,tt1515091,movie,Sherlock Holmes: A Game of Shadows,2011,129,"Action,Adventure,Mystery"
1391,tt1638355,movie,The Man from U.N.C.L.E.,2015,116,"Action,Adventure,Comedy"
1394,tt1972591,movie,King Arthur: Legend of the Sword,2017,126,"Action,Adventure,Drama"
1395,tt3139862,movie,Empire Rising,\N,\N,Drama
1397,tt4873118,movie,The Interpreter,\N,\N,"Action,Crime,Thriller"
1398,tt5177120,movie,The Ministry of Ungentlemanly Warfare,\N,\N,"Drama,War"
1399,tt6139732,movie,Aladdin,2019,128,"Adventure,Comedy,Family"
1401,tt7985704,movie,Operation Fortune: Ruse de guerre,2022,\N,"Action,Comedy,Thriller"
1402,tt8367814,movie,The Gentlemen,2019,113,"Action,Comedy,Crime"
1404,tt0114435,movie,The Show,1995,93,"Documentary,Music"
1405,tt0119215,movie,Good Burger,1997,95,"Comedy,Family"
1406,tt0139699,movie,Varsity Blues,1999,106,"Comedy,Drama,Romance"
1407,tt0180734,movie,Hardball,2001,106,"Comedy,Drama,Sport"
1408,tt0217756,movie,Ready to Rumble,2000,107,"Comedy,Sport"
1409,tt0314498,movie,The Perfect Score,2004,93,"Comedy,Crime,Drama"
1411,tt0393735,movie,The Shaggy Dog,2006,98,"Comedy,Family,Fantasy"
1412,tt0477051,movie,Norbit,2007,103,"Comedy,Romance"
1418,tt0763831,movie,A Thousand Words,2012,91,"Comedy,Drama"
1419,tt0765476,movie,Meet Dave,2008,90,"Adventure,Comedy,Family"
1424,tt1075639,movie,Jailhouse Rock,\N,\N,"Drama,Music"
1436,tt0100772,movie,Think Big,1989,86,Comedy
1437,tt0103596,movie,3 Ninjas,1992,84,"Action,Comedy,Family"
1438,tt0104142,movie,Driving Me Crazy,1991,87,Comedy
1439,tt0106611,movie,Cool Runnings,1993,98,"Adventure,Comedy,Family"
1440,tt0114924,movie,While You Were Sleeping,1995,103,"Comedy,Drama,Romance"
1441,tt0117333,movie,Phenomenon,1996,123,"Drama,Fantasy,Romance"
1442,tt0128278,movie,Instinct,1999,126,"Drama,Thriller"
1443,tt0219854,movie,The Kid,2000,104,"Comedy,Family,Fantasy"
1445,tt0368891,movie,National Treasure,2004,131,"Action,Adventure,Mystery"
1446,tt0465234,movie,National Treasure: Book of Secrets,2007,124,"Action,Adventure,Mystery"
1449,tt0963966,movie,The Sorcerer's Apprentice,2010,109,"Action,Adventure,Family"
1452,tt1204975,movie,Last Vegas,2013,105,"Comedy,Drama"
1453,tt13250112,movie,Reel Talent,2007,188,\N
1457,tt3222938,movie,A Matter of Size,\N,\N,Comedy
1458,tt3687292,movie,It's a Small World,\N,\N,"Adventure,Animation,Family"
1459,tt3894038,movie,Last Vegas 2,\N,\N,Comedy
1460,tt4779682,movie,The Meg,2018,113,"Action,Horror,Sci-Fi"
1463,tt9324818,movie,Insane,\N,\N,"Biography,Drama"
1464,tt0017932,movie,Ginsberg the Great,1927,60,"Adventure,Comedy,Crime"
1465,tt0018028,movie,Irish Hearts,1927,60,Comedy
1466,tt0018148,movie,Matinee Ladies,1927,70,Comedy
1467,tt0019392,movie,The Siren,1927,58,"Crime,Drama,Romance"
1468,tt0035608,movie,Action in the North Atlantic,1943,126,"Drama,War"
1469,tt0039482,movie,I Walk Alone,1947,97,"Crime,Drama,Film-Noir"
1470,tt0040567,movie,Man-Eater of Kumaon,1948,79,"Action,Adventure,Drama"
1471,tt0041968,movie,Too Late for Tears,1949,99,"Crime,Drama,Film-Noir"
1472,tt0043067,movie,Treasure Island,1950,96,"Adventure,Family"
1473,tt0043695,movie,Tarzan's Peril,1951,78,Adventure
1474,tt0044036,movie,Silver City,1951,90,"Action,Adventure,Romance"
1475,tt0044196,movie,Warpath,1951,95,"Drama,Western"
1476,tt0044537,movie,Denver & Rio Grande,1952,89,"Adventure,Western"
1477,tt0045876,movie,His Majesty O'Keefe,1954,91,"Action,Adventure,Biography"
1478,tt0046534,movie,The War of the Worlds,1953,85,"Action,Sci-Fi,Thriller"
1479,tt0047189,movie,Long John Silver's Return to Treasure Island,1954,106,"Action,Adventure,Drama"
1480,tt0047264,movie,The Naked Jungle,1954,95,"Adventure,Drama,Thriller"
1481,tt0047947,movie,Conquest of Space,1955,81,Sci-Fi
1482,tt0049026,movie,The Boss,1956,89,"Crime,Drama,Film-Noir"
1483,tt0049211,movie,The First Texan,1956,82,"Biography,Drama,History"
1484,tt0051638,movie,From the Earth to the Moon,1958,101,"Adventure,Fantasy,Sci-Fi"
1485,tt0052943,movie,Jet Over the Atlantic,1959,95,"Crime,Drama,Thriller"
1486,tt0053012,movie,The Little Savage,1959,73,Adventure
1487,tt0054290,movie,September Storm,1960,99,Drama
1488,tt0054636,movie,Armored Command,1961,99,"Drama,War"
1489,tt0056904,movie,Captain Sindbad,1963,85,"Action,Adventure,Family"
1490,tt0058530,movie,Robinson Crusoe on Mars,1964,110,"Adventure,Sci-Fi"
1491,tt0063452,movie,The Power,1968,108,"Sci-Fi,Thriller"
1518,tt1015971,movie,The Boys,2009,101,Documentary
1519,tt0084783,movie,Tex,1982,103,Drama
1520,tt0090112,movie,Sylvester,1985,104,"Drama,Family"
1521,tt0091860,movie,River's Edge,1986,99,"Crime,Drama"
1522,tt0098054,movie,Paint It Black,1989,104,"Horror,Thriller"
1524,tt0108026,movie,The Saint of Fort Washington,1993,103,Drama
1526,tt0119598,movie,The Maker,1997,98,"Action,Crime,Drama"
1534,tt0337619,movie,The Failures,2003,95,"Comedy,Romance"
1535,tt0374584,movie,Control,2004,104,"Action,Crime,Thriller"
1536,tt0463984,movie,The Far Side of Jericho,2006,99,Western
1588,tt12757438,movie,Smiley Face Killers,2020,96,"Horror,Thriller"
1634,tt6083648,movie,Looking Glass,2018,103,"Mystery,Thriller"
1638,tt0126029,movie,Shrek,2001,90,"Adventure,Animation,Comedy"
1639,tt0298148,movie,Shrek 2,2004,93,"Adventure,Animation,Comedy"
1641,tt0363771,movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure,Family,Fantasy"
1643,tt0499448,movie,The Chronicles of Narnia: Prince Caspian,2008,150,"Action,Adventure,Family"
1644,tt0837145,movie,Benighted,\N,\N,"Action,Fantasy,Thriller"
1645,tt1485749,movie,Mr. Pip,2012,116,"Drama,War"
1646,tt1613033,movie,Fountain City,\N,\N,"Adventure,Fantasy"
1647,tt1702427,movie,Curious George,\N,\N,"Adventure,Comedy,Family"
1648,tt1792647,movie,Cirque du Soleil: Worlds Away,2012,91,Fantasy
1649,tt1849916,movie,Zombies vs. Robots,\N,\N,Action
1650,tt4079624,movie,Breath of Bones,\N,\N,"Drama,War"
1651,tt6170510,movie,Unitled Greg Pritikin Project,\N,\N,Drama
1652,tt0902967,movie,The Crimson Wing: Mystery of the Flamingos,2008,78,Documentary
1653,tt0032455,movie,Fantasia,1940,125,"Animation,Family,Fantasy"
1655,tt0034492,movie,Bambi,1942,70,"Adventure,Animation,Drama"
1656,tt0036497,movie,Victory Through Air Power,1943,70,"Animation,Documentary,History"
1658,tt0041094,movie,The Adventures of Ichabod and Mr. Toad,1949,68,"Animation,Comedy,Family"
1664,tt0046008,movie,The Living Desert,1953,69,"Documentary,Family"
1665,tt0047642,movie,The Vanishing Prairie,1954,71,"Documentary,Family"
1666,tt0047803,movie,The African Lion,1955,75,"Documentary,Family"
1667,tt0049733,movie,Secrets of Life,1956,70,"Documentary,Family"
1669,tt0052389,movie,White Wilderness,1958,72,"Documentary,Family"
1670,tt0053977,movie,Jungle Cat,1960,69,"Documentary,Family"
1671,tt0056173,movie,The Legend of Lobo,1962,67,"Adventure,Family"
1672,tt0072696,movie,The Best of Walt Disney's True-Life Adventures,1975,89,"Documentary,Family"
1673,tt0120910,movie,Fantasia 2000,1999,75,"Animation,Family,Fantasy"
1697,tt0110357,movie,The Lion King,1994,88,"Adventure,Animation,Drama"
1698,tt0400717,movie,Open Season,2006,86,"Adventure,Animation,Comedy"
1701,tt10680738,movie,Kuriocity,2007,8,"Action,Adventure,Animation"
1702,tt1640718,movie,Kahlil Gibran's The Prophet,2014,85,"Animation,Drama"
1703,tt2546296,movie,The 2006 Academy Award Nominated Short Films: Animation,2007,45,\N
1708,tt0396555,movie,Meet the Robinsons,2007,95,"Adventure,Animation,Comedy"
1714,tt1449283,movie,Winnie the Pooh,2011,63,"Adventure,Animation,Comedy"
1730,tt1217209,movie,Brave,2012,93,"Adventure,Animation,Comedy"
1731,tt12357308,movie,Dogstar,\N,\N,Animation
1734,tt0033563,movie,Dumbo,1941,64,"Adventure,Animation,Drama"
1738,tt0120197,movie,Star Maps,1997,86,"Comedy,Drama"
1739,tt0200530,movie,Chuck & Buck,2000,96,"Comedy,Drama"
1741,tt0279113,movie,The Good Girl,2002,93,"Drama,Romance"
1742,tt0403702,movie,Youth in Revolt,2009,90,"Comedy,Drama,Romance"
1757,tt1477837,movie,Cedar Rapids,2011,87,Comedy
1759,tt1512746,movie,Chinatown Film Project,2009,75,"Biography,Comedy,Drama"
1762,tt1698641,movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81,"Comedy,Drama,Family"
1788,tt5929750,movie,Beatriz at Dinner,2017,82,"Comedy,Drama"
1789,tt6958014,movie,Duck Butter,2018,93,"Comedy,Drama,Romance"
1790,tt7545266,movie,Like a Boss,2020,83,Comedy
1794,tt8521876,movie,Yes Day,2021,86,"Comedy,Family"
1797,tt0078872,movie,The Black Stallion,1979,118,"Adventure,Family,Sport"
1798,tt0086005,movie,Never Cry Wolf,1983,105,"Adventure,Drama"
1799,tt0091658,movie,Nutcracker,1986,89,"Family,Fantasy,Music"
1800,tt0105824,movie,Wind,1992,126,"Action,Drama,Sport"
1801,tt0116329,movie,Fly Away Home,1996,107,"Adventure,Drama,Family"
1802,tt0361715,movie,Duma,2005,100,"Adventure,Drama,Family"
1806,tt4915900,movie,Seems Like Only Yesterday,1971,47,Documentary
1809,tt0120762,movie,Mulan,1998,88,"Adventure,Animation,Comedy"
1813,tt4155534,movie,Animal Crackers,2017,105,"Adventure,Animation,Comedy"
1816,tt8788462,movie,Songhua,\N,\N,"Animation,Fantasy,Musical"
1817,tt0025939,movie,Rocky Mountain Mystery,1935,63,"Mystery,Western"
1818,tt0025954,movie,Wagon Wheels,1934,56,Western
1819,tt0026178,movie,Car 99,1935,67,"Action,Crime,Thriller"
1820,tt0026607,movie,The Last Outpost,1935,76,"Action,Adventure,Romance"
1821,tt0027294,movie,And Sudden Death,1936,67,"Action,Drama,Romance"
1822,tt0028004,movie,Murder with Pictures,1936,69,"Crime,Mystery"
1823,tt0028026,movie,Nevada,1935,58,Western
1824,tt0028206,movie,Rose Bowl,1936,75,"Comedy,Romance,Sport"
1825,tt0028384,movie,Timothy's Quest,1936,65,"Comedy,Drama"
1826,tt0028653,movie,Born to the West,1937,59,Western
1827,tt0028748,movie,The Crime Nobody Saw,1937,63,"Comedy,Drama,Mystery"
1828,tt0028890,movie,Forlorn River,1937,56,Western
1829,tt0029669,movie,Thunder Trail,1937,58,"Action,Western"
1830,tt0031091,movie,Behind Prison Gates,1939,63,"Action,Adventure,Crime"
1831,tt0031315,movie,Five Little Peppers and How They Grew,1939,58,"Comedy,Drama,Family"
1832,tt0031698,movie,My Son Is Guilty,1939,63,Drama
1833,tt0032231,movie,Babies for Sale,1940,65,"Crime,Drama"
1834,tt0032472,movie,Five Little Peppers at Home,1940,67,Drama
1835,tt0032473,movie,Five Little Peppers in Trouble,1940,64,"Comedy,Drama"
1836,tt0032641,movie,Island of Doomed Men,1940,68,"Crime,Drama,Thriller"
1837,tt0032848,movie,Nobody's Children,1940,64,Drama
1838,tt0032882,movie,Out West with the Peppers,1940,62,"Comedy,Drama,Western"
1839,tt0033387,movie,The Big Boss,1941,70,"Crime,Drama"
1840,tt0033691,movie,Harmon of Michigan,1941,65,"Biography,Drama,Sport"
1841,tt0034021,movie,The Phantom Submarine,1940,70,"Adventure,Mystery,Romance"
1842,tt0034099,movie,The Richest Man in Town,1941,70,Comedy
1843,tt0034325,movie,Two Latins from Manhattan,1941,65,"Comedy,Music"
1844,tt0034840,movie,"Hello, Annapolis",1942,62,Comedy
1845,tt0034867,movie,Honolulu Lu,1941,72,Comedy
1846,tt0034999,movie,Lucky Legs,1942,64,"Comedy,Crime,Musical"
1847,tt0035032,movie,A Man's World,1942,63,"Action,Adventure,Drama"
1848,tt0035172,movie,Parachute Nurse,1942,63,"Action,Drama,Romance"
1849,tt0035324,movie,Shut My Big Mouth,1942,71,"Comedy,Western"
1850,tt0035339,movie,Sing for Your Supper,1941,66,"Comedy,Musical,Romance"
1851,tt0035368,movie,The Spirit of Stanford,1942,73,"Drama,Romance,Sport"
1852,tt0035401,movie,Sweetheart of the Fleet,1942,65,"Comedy,Music,Romance"
1853,tt0035467,movie,"Tramp, Tramp, Tramp!",1942,68,"Comedy,Romance,War"
1854,tt0036045,movie,Is Everybody Happy?,1943,73,"Drama,Music,War"
1855,tt0036100,movie,Laugh Your Blues Away,1942,63,"Comedy,Romance"
1856,tt0036306,movie,Reveille with Beverly,1943,78,Comedy
1857,tt0036346,movie,She Has What It Takes,1943,66,"Comedy,Music,Romance"
1858,tt0036528,movie,"What's Buzzin', Cousin?",1943,75,Comedy
1859,tt0036633,movie,Beautiful But Broke,1944,74,"Comedy,Music,Romance"
1860,tt0036915,movie,"Hey, Rookie",1944,77,"Music,Romance,War"
1861,tt0036966,movie,Jam Session,1944,77,"Comedy,Music,Romance"
1862,tt0037028,movie,Louisiana Hayride,1944,67,"Action,Comedy,Music"
1863,tt0037908,movie,Men in Her Diary,1945,73,Comedy
1864,tt0038339,movie,The Beautiful Cheat,1945,59,"Comedy,Music,Romance"
1865,tt0038956,movie,Smooth as Silk,1946,64,"Crime,Drama,Film-Noir"
1866,tt0039037,movie,The Time of Their Lives,1946,82,"Comedy,Family,Fantasy"
1867,tt0039103,movie,White Tie and Tails,1946,81,Comedy
1868,tt0039226,movie,Buck Privates Come Home,1947,77,"Action,Comedy,Family"
1869,tt0039998,movie,The Wistful Widow of Wagon Gap,1947,78,"Comedy,Western"
1870,tt0040068,movie,Abbott and Costello Meet Frankenstein,1948,83,"Comedy,Family,Fantasy"
1871,tt0040582,movie,Mexican Hayride,1948,77,"Comedy,Romance"
1872,tt0040652,movie,The Noose Hangs High,1948,77,Comedy
1873,tt0041085,movie,Bud Abbott Lou Costello Meet the Killer Boris Karloff,1949,84,"Comedy,Crime,Horror"
1874,tt0041098,movie,Africa Screams,1949,79,"Action,Adventure,Comedy"
1875,tt0041389,movie,Free for All,1949,83,"Comedy,Romance"
1876,tt0042411,movie,Double Crossbones,1951,76,"Adventure,Comedy,History"
1877,tt0042733,movie,The Milkman,1950,87,Comedy
1878,tt0044862,movie,Ma and Pa Kettle at the Fair,1952,78,"Adventure,Comedy,Romance"
1879,tt0049120,movie,"Dance with Me, Henry",1956,79,Comedy
1880,tt0052424,movie,"Zorro, the Avenger",1959,91,"Adventure,Family,Western"
1881,tt0053271,movie,The Shaggy Dog,1959,104,"Comedy,Family,Fantasy"
1882,tt0054390,movie,Toby Tyler or Ten Weeks with a Circus,1960,96,"Drama,Family"
1883,tt0056543,movie,Swingin' Along,1961,74,Comedy
1884,tt0183399,movie,Let's Have Fun,1943,67,"Comedy,Musical"
2354,tt3014284,movie,The Lego Ninjago Movie,2017,101,"Action,Adventure,Animation"
2356,tt5116378,movie,In the Land of Imagined Things,\N,\N,Animation
2357,tt8096832,movie,Lady and the Tramp,2019,111,"Adventure,Comedy,Family"
2370,tt0013002,movie,Catch My Smoke,1922,50,Western
2372,tt0013740,movie,Watch Your Step,1922,50,Comedy
2373,tt0013884,movie,Boy of Mine,1923,70,"Drama,Family"
2375,tt0013948,movie,The Country Kid,1923,60,"Comedy,Drama"
2376,tt0014128,movie,Her Fatal Millions,1923,\N,Comedy
